UBS_LON,UBS_LAT,UF,CITY,CITY_LON,CITY_LAT,POPULATION_2021,PIB_2019
-51.55041,-26.99775,SC,Água Doce,-51.55,-26.99,7160,356256.144
-38.419,-12.136,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.419,-12.136,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.41705,-12.12528,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.44377,-12.13217,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.419,-12.136,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.419,-12.136,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.43952,-12.13112,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.43653,-12.13536,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.419,-12.136,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.419,-12.136,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.419,-12.136,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.419,-12.136,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.44195,-12.12732,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-38.43618,-12.1431,BA,Alagoinhas,-38.41,-12.13,153023,4261287.911
-41.841,-13.643,BA,Livramento de Nossa Senhora,-41.84,-13.64,46372,504589.493
-41.841,-13.643,BA,Livramento de Nossa Senhora,-41.84,-13.64,46372,504589.493
-41.841,-13.643,BA,Livramento de Nossa Senhora,-41.84,-13.64,46372,504589.493
-41.841,-13.643,BA,Livramento de Nossa Senhora,-41.84,-13.64,46372,504589.493
-41.841,-13.643,BA,Livramento de Nossa Senhora,-41.84,-13.64,46372,504589.493
-40.84799,-14.8435,BA,Vitória da Conquista,-40.83,-14.86,343643,7263728.66
-40.838,-14.85671,BA,Vitória da Conquista,-40.83,-14.86,343643,7263728.66
-40.65709,-14.78228,BA,Vitória da Conquista,-40.83,-14.86,343643,7263728.66
-40.89317,-14.83969,BA,Vitória da Conquista,-40.83,-14.86,343643,7263728.66
-40.87996,-14.83627,BA,Vitória da Conquista,-40.83,-14.86,343643,7263728.66
-40.84833,-14.86584,BA,Vitória da Conquista,-40.83,-14.86,343643,7263728.66
-40.77641,-15.08658,BA,Vitória da Conquista,-40.83,-14.86,343643,7263728.66
-40.87343,-14.8905,BA,Vitória da Conquista,-40.83,-14.86,343643,7263728.66
-40.87285,-14.88318,BA,Vitória da Conquista,-40.83,-14.86,343643,7263728.66
-49.44019,-28.3809,SC,Lauro Muller,-49.39,-28.39,0,0.0
-49.38835,-28.38739,SC,Lauro Muller,-49.39,-28.39,0,0.0
-49.39919,-28.39227,SC,Lauro Muller,-49.39,-28.39,0,0.0
-49.38715,-28.43368,SC,Lauro Muller,-49.39,-28.39,0,0.0
-41.84705,-13.65874,BA,Livramento de Nossa Senhora,-41.84,-13.64,46372,504589.493
-40.072,-19.391,ES,Linhares,-40.07,-19.39,179755,6348137.788
-40.51519,-20.64359,ES,Guarapari,-40.51,-20.65,128504,2322475.329
-41.258,-3.956,PI,São João da Fronteira,-41.25,-3.95,6084,49687.045
-42.76819,-7.27945,PI,São José do Peixe,-42.56,-7.49,3737,36032.837
-40.661,-20.36088,ES,Domingos Martins,-40.65,-20.36,34120,758915.243
-43.026,-7.603,PI,Itaueira,-43.02,-7.6,11037,116899.707
-43.026,-7.603,PI,Itaueira,-43.02,-7.6,11037,116899.707
-41.098,-5.312,PI,Buriti dos Montes,-41.09,-5.31,8282,61799.39
-40.826,-7.085,PI,São Julião,-40.82,-7.08,6379,51292.727
-51.066,0.039,AP,Macapá,-51.06,0.03,522357,11434726.098
-42.73929,-5.79667,PI,São Pedro do Piauí,-42.71,-5.92,14356,115499.67
-42.71843,-5.87047,PI,São Pedro do Piauí,-42.71,-5.92,14356,115499.67
-42.69471,-5.8957,PI,São Pedro do Piauí,-42.71,-5.92,14356,115499.67
-42.77282,-5.72123,PI,São Pedro do Piauí,-42.71,-5.92,14356,115499.67
-42.82247,-5.83269,PI,São Pedro do Piauí,-42.71,-5.92,14356,115499.67
-42.71723,-5.92889,PI,São Pedro do Piauí,-42.71,-5.92,14356,115499.67
-42.71717,-5.93088,PI,São Pedro do Piauí,-42.71,-5.92,14356,115499.67
-41.07413,-21.50764,RJ,São Francisco de Itabapoana,-41.11,-21.46,42214,1024128.589
-41.07853,-21.51243,RJ,São Francisco de Itabapoana,-41.11,-21.46,42214,1024128.589
-51.15069,-26.47414,SC,Matos Costa,-51.14,-26.47,2442,51445.788
-50.46329,-26.27392,SC,Bela Vista do Toldo,-50.46,-26.27,6386,153412.908
-50.44132,-26.39495,SC,Bela Vista do Toldo,-50.46,-26.27,6386,153412.908
-50.48458,-26.51052,SC,Bela Vista do Toldo,-50.46,-26.27,6386,153412.908
-50.50964,-26.36357,SC,Bela Vista do Toldo,-50.46,-26.27,6386,153412.908
-50.87903,-26.38742,SC,Porto União,-51.07,-26.23,35685,778429.876
-51.09282,-26.2594,SC,Porto União,-51.07,-26.23,35685,778429.876
-50.37028,-26.15053,SC,Três Barras,-50.32,-26.1,19455,1150828.164
-50.39,-26.177,SC,Canoinhas,-50.38,-26.17,54558,1756153.312
-50.39,-26.177,SC,Canoinhas,-50.38,-26.17,54558,1756153.312
-50.39,-26.177,SC,Canoinhas,-50.38,-26.17,54558,1756153.312
-49.0187,-28.44478,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-49.02576,-28.46903,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-49.03573,-28.48861,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-48.98496,-28.47558,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-49.07316,-28.4709,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-49.007,-28.467,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-49.007,-28.467,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-49.00347,-28.52537,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-49.02137,-28.48023,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-48.96542,-28.52747,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-49.07845,-28.43501,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-49.05855,-28.53045,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-49.06949,-28.4621,SC,Tubarão,-49.0,-28.46,107143,3961861.768
-49.07612,-26.41272,SC,Schroeder,-49.07,-26.41,22605,524878.971
-49.17794,-10.43814,TO,Pium,-49.18,-10.44,7830,196563.202
-48.33323,-10.16679,TO,Palmas,-48.33,-10.16,313349,10449601.212
-41.05558,-21.43237,RJ,São Francisco de Itabapoana,-41.11,-21.46,42214,1024128.589
-48.333,-10.167,TO,Palmas,-48.33,-10.16,313349,10449601.212
-48.333,-10.167,TO,Palmas,-48.33,-10.16,313349,10449601.212
-39.058,-9.168,BA,Macururé,-39.05,-9.16,7752,53843.278
-39.058,-9.168,BA,Macururé,-39.05,-9.16,7752,53843.278
-38.6075,-12.73605,BA,Madre de Deus,-38.62,-12.74,21754,513715.263
-38.61554,-12.7389,BA,Madre de Deus,-38.62,-12.74,21754,513715.263
-38.6173,-12.74432,BA,Madre de Deus,-38.62,-12.74,21754,513715.263
-44.49,-5.29,MA,Presidente Dutra,-44.49,-5.28,48264,585585.025
-40.42449,-15.56789,BA,Macarani,-40.42,-15.56,19056,178575.617
-40.46407,-15.42685,BA,Macarani,-40.42,-15.56,19056,178575.617
-40.37219,-20.30523,ES,Cariacica,-40.41,-20.26,386495,10182196.728
-44.46112,-5.45124,MA,Presidente Dutra,-44.49,-5.28,48264,585585.025
-44.49,-5.29,MA,Presidente Dutra,-44.49,-5.28,48264,585585.025
-44.49,-5.29,MA,Presidente Dutra,-44.49,-5.28,48264,585585.025
-40.14866,-11.70971,BA,Mairi,-40.14,-11.71,18535,129137.191
-44.76401,-4.58359,MA,Bernardo do Mearim,-44.76,-4.58,6102,51278.441
-44.49,-5.29,MA,Presidente Dutra,-44.49,-5.28,48264,585585.025
-44.43747,-5.01793,MA,Dom Pedro,-44.43,-5.03,23393,235257.715
-38.49463,-12.51347,BA,São Sebastião do Passé,-38.49,-12.51,44554,691310.421
-39.058,-9.168,BA,Macururé,-39.05,-9.16,7752,53843.278
-38.49798,-12.50798,BA,São Sebastião do Passé,-38.49,-12.51,44554,691310.421
-38.49637,-12.52235,BA,São Sebastião do Passé,-38.49,-12.51,44554,691310.421
-48.9746,-21.13911,SP,Catanduva,-48.97,-21.13,123114,4339527.804
-38.49517,-12.5129,BA,São Sebastião do Passé,-38.49,-12.51,44554,691310.421
-39.015,-14.103,BA,Maraú,-39.01,-14.1,20664,250044.833
-42.7862,-3.6647,MA,Brejo,-42.75,-3.68,36900,255386.131
-40.76663,-13.15607,BA,Marcionílio Souza,-40.53,-13.0,10357,80645.946
-38.61071,-12.74087,BA,Madre de Deus,-38.62,-12.74,21754,513715.263
-38.78695,-6.64,CE,Umari,-38.7,-6.64,7740,56731.593
-38.999,-12.506,BA,Conceição da Feira,-38.99,-12.5,22933,310788.018
-41.79199,-14.35287,BA,Malhada de Pedras,-41.87,-14.38,8326,67222.914
-40.43284,-13.43646,BA,Maracás,-40.43,-13.44,19973,445095.91
-39.55856,-16.36254,BA,Eunápolis,-39.58,-16.37,115360,3144084.908
-41.74509,-6.40017,PI,Valença do Piauí,-41.74,-6.4,20940,260103.843
-47.9256,-7.85861,TO,Palmeirante,-47.92,-7.86,6234,88640.191
-48.17129,-8.972,TO,Pedro Afonso,-48.17,-8.96,13964,478126.822
-63.06358,-9.9128,RO,Ariquemes,-63.04,-9.91,111148,2578829.725
-63.02762,-9.93432,RO,Ariquemes,-63.04,-9.91,111148,2578829.725
-63.05718,-9.93158,RO,Ariquemes,-63.04,-9.91,111148,2578829.725
-63.04149,-9.904,RO,Ariquemes,-63.04,-9.91,111148,2578829.725
-63.02404,-9.92008,RO,Ariquemes,-63.04,-9.91,111148,2578829.725
-63.0232,-9.90335,RO,Ariquemes,-63.04,-9.91,111148,2578829.725
-38.96898,-3.60885,CE,São Gonçalo do Amarante,-38.96,-3.6,49306,3759451.357
-40.49809,-20.66181,ES,Guarapari,-40.51,-20.65,128504,2322475.329
-47.64824,-15.60278,DF,Brasília,-47.93,-15.77,3094325,273613711.477
-40.29736,-18.5377,ES,Boa Esperança,-40.29,-18.54,40308,772744.671
-40.11931,-13.87076,BA,Jequié,-40.08,-13.85,156277,2692500.227
-56.097,-15.596,MT,Cuiabá,-56.09,-15.59,623614,24623843.141
-56.097,-15.596,MT,Cuiabá,-56.09,-15.59,623614,24623843.141
-56.097,-15.596,MT,Cuiabá,-56.09,-15.59,623614,24623843.141
-56.097,-15.596,MT,Cuiabá,-56.09,-15.59,623614,24623843.141
-56.12825,-15.61382,MT,Cuiabá,-56.09,-15.59,623614,24623843.141
-48.915,-20.737,SP,Olímpia,-48.91,-20.73,55477,2111968.64
-49.66282,-3.77157,PA,Tucuruí,-49.67,-3.76,116605,5318264.261
-49.66723,-3.77102,PA,Tucuruí,-49.67,-3.76,116605,5318264.261
-53.07732,-26.06497,PR,Francisco Beltrão,-53.05,-26.08,93308,3289935.404
-53.055,-26.081,PR,Francisco Beltrão,-53.05,-26.08,93308,3289935.404
-42.50726,-14.68471,BA,Licínio de Almeida,-42.5,-14.68,12357,116393.801
-61.77094,-11.71968,RO,Rolim de Moura,-61.77,-11.73,55748,1283433.654
-61.79917,-11.71881,RO,Rolim de Moura,-61.77,-11.73,55748,1283433.654
-61.92685,-10.87475,RO,Ji-Paraná,-61.94,-10.88,131026,3782971.683
-61.96626,-10.87358,RO,Ji-Paraná,-61.94,-10.88,131026,3782971.683
-61.92477,-10.88705,RO,Ji-Paraná,-61.94,-10.88,131026,3782971.683
-61.97767,-10.86257,RO,Ji-Paraná,-61.94,-10.88,131026,3782971.683
-62.00963,-11.0614,RO,Ji-Paraná,-61.94,-10.88,131026,3782971.683
-61.69209,-10.79073,RO,Ji-Paraná,-61.94,-10.88,131026,3782971.683
-61.93611,-10.89808,RO,Ji-Paraná,-61.94,-10.88,131026,3782971.683
-61.92339,-10.89421,RO,Ji-Paraná,-61.94,-10.88,131026,3782971.683
-61.89934,-11.16913,RO,Presidente Médici,-61.9,-11.17,18165,427751.732
-63.52959,-9.81235,RO,Ariquemes,-63.04,-9.91,111148,2578829.725
-50.77991,-25.46556,PR,Irati,-50.65,-25.46,61439,1900073.376
-42.43855,-14.58726,BA,Licínio de Almeida,-42.5,-14.68,12357,116393.801
-61.901,-11.176,RO,Presidente Médici,-61.9,-11.17,18165,427751.732
-60.82726,-13.18814,RO,Cerejeiras,-60.81,-13.18,16088,506854.457
-61.35804,-11.50903,RO,Cacoal,-61.44,-11.43,86416,2260643.565
-61.46175,-11.42463,RO,Cacoal,-61.44,-11.43,86416,2260643.565
-61.43166,-11.44634,RO,Cacoal,-61.44,-11.43,86416,2260643.565
-53.055,-26.081,PR,Francisco Beltrão,-53.05,-26.08,93308,3289935.404
-53.04011,-26.05316,PR,Francisco Beltrão,-53.05,-26.08,93308,3289935.404
-53.055,-26.081,PR,Francisco Beltrão,-53.05,-26.08,93308,3289935.404
-53.055,-26.081,PR,Francisco Beltrão,-53.05,-26.08,93308,3289935.404
-40.19101,-10.463,BA,Senhor do Bonfim,-40.19,-10.46,79813,900704.285
-62.25311,-10.71897,RO,Ouro Preto do Oeste,-62.24,-10.71,35445,834168.267
-62.25939,-10.7106,RO,Ouro Preto do Oeste,-62.24,-10.71,35445,834168.267
-38.83392,-3.55521,CE,São Gonçalo do Amarante,-38.96,-3.6,49306,3759451.357
-37.06371,-10.83345,SE,Nossa Senhora do Socorro,-37.12,-10.85,187733,2737245.673
-38.89428,-3.51194,CE,São Gonçalo do Amarante,-38.96,-3.6,49306,3759451.357
-49.29101,-28.34874,SC,Orleans,-49.29,-28.35,23161,906561.663
-49.291,-28.359,SC,Orleans,-49.29,-28.35,23161,906561.663
-49.28213,-28.35037,SC,Orleans,-49.29,-28.35,23161,906561.663
-49.291,-28.359,SC,Orleans,-49.29,-28.35,23161,906561.663
-61.54834,-11.72685,RO,Rolim de Moura,-61.77,-11.73,55748,1283433.654
-61.78205,-11.73701,RO,Rolim de Moura,-61.77,-11.73,55748,1283433.654
-65.33795,-10.77642,RO,Guajará-Mirim,-65.33,-10.78,46930,892883.182
-61.901,-11.176,RO,Presidente Médici,-61.9,-11.17,18165,427751.732
-61.901,-11.176,RO,Presidente Médici,-61.9,-11.17,18165,427751.732
-38.782,-7.177,CE,Barro,-38.78,-7.17,22834,194469.253
-39.0382,-7.35112,CE,Abaiara,-39.04,-7.35,11965,94504.554
-39.04904,-7.35965,CE,Abaiara,-39.04,-7.35,11965,94504.554
-39.05125,-7.36119,CE,Abaiara,-39.04,-7.35,11965,94504.554
-39.003,-7.0557,CE,Aurora,-38.96,-6.94,24567,209652.649
-38.49353,-6.58142,CE,Aurora,-38.96,-6.94,24567,209652.649
-38.50581,-6.53252,CE,Aurora,-38.96,-6.94,24567,209652.649
-38.58028,-6.56297,CE,Aurora,-38.96,-6.94,24567,209652.649
-40.19106,-10.463,BA,Senhor do Bonfim,-40.19,-10.46,79813,900704.285
-40.19191,-10.46301,BA,Senhor do Bonfim,-40.19,-10.46,79813,900704.285
-40.19101,-10.46302,BA,Senhor do Bonfim,-40.19,-10.46,79813,900704.285
-40.11156,-10.28017,BA,Senhor do Bonfim,-40.19,-10.46,79813,900704.285
-40.19104,-10.463,BA,Senhor do Bonfim,-40.19,-10.46,79813,900704.285
-40.19101,-10.46302,BA,Senhor do Bonfim,-40.19,-10.46,79813,900704.285
-40.578,-14.26704,BA,Mirante,-40.77,-14.24,8264,63564.886
-41.59782,-13.27162,BA,Mucugê,-41.37,-13.0,8725,438306.405
-41.37117,-13.01148,BA,Mucugê,-41.37,-13.0,8725,438306.405
-41.37599,-12.99987,BA,Mucugê,-41.37,-13.0,8725,438306.405
-40.88058,-13.23672,BA,Marcionílio Souza,-40.53,-13.0,10357,80645.946
-39.40723,-15.48588,BA,Mascote,-39.3,-15.56,13619,135591.217
-39.303,-15.563,BA,Mascote,-39.3,-15.56,13619,135591.217
-42.84644,-13.91,BA,Matina,-42.84,-13.9,12359,77887.539
-38.999,-12.506,BA,Conceição da Feira,-38.99,-12.5,22933,310788.018
-40.59797,-11.43395,BA,Miguel Calmon,-40.59,-11.42,25771,230576.775
-40.42505,-11.442,BA,Miguel Calmon,-40.59,-11.42,25771,230576.775
-40.6416,-11.37722,BA,Miguel Calmon,-40.59,-11.42,25771,230576.775
-40.45286,-11.54815,BA,Miguel Calmon,-40.59,-11.42,25771,230576.775
-40.2396,-17.94081,BA,Mucuri,-39.55,-18.08,42729,1785358.423
-40.12207,-17.89511,BA,Mucuri,-39.55,-18.08,42729,1785358.423
-39.91884,-18.17264,BA,Mucuri,-39.55,-18.08,42729,1785358.423
-39.54148,-18.06863,BA,Mucuri,-39.55,-18.08,42729,1785358.423
-53.07632,-30.25432,RS,Cachoeira do Sul,-52.89,-30.03,81552,2414633.643
-39.859,-12.87,BA,Milagres,-39.85,-12.86,27413,240865.521
-47.35994,-23.39732,SP,Sorocaba,-47.45,-23.5,695328,37283417.564
-40.576,-10.954,BA,Mirangaba,-40.57,-10.95,18603,126791.927
-40.576,-10.954,BA,Mirangaba,-40.57,-10.95,18603,126791.927
-40.576,-10.954,BA,Mirangaba,-40.57,-10.95,18603,126791.927
-40.76398,-14.2399,BA,Mirante,-40.77,-14.24,8264,63564.886
-40.98999,-14.03801,BA,Mirante,-40.77,-14.24,8264,63564.886
-40.48119,-11.85551,BA,Mundo Novo,-40.47,-11.85,27153,171093.6
-40.41183,-11.72889,BA,Mundo Novo,-40.47,-11.85,27153,171093.6
-40.47196,-11.85885,BA,Mundo Novo,-40.47,-11.85,27153,171093.6
-40.96115,-12.00574,BA,Mundo Novo,-40.47,-11.85,27153,171093.6
-39.60846,-18.08908,BA,Mucuri,-39.55,-18.08,42729,1785358.423
-39.13917,-4.8434,CE,Choró,-39.14,-4.84,13608,124591.616
-39.289,-5.193,CE,Quixeramobim,-39.29,-5.19,82455,1228231.054
-39.301,-5.193,CE,Quixeramobim,-39.29,-5.19,82455,1228231.054
-39.062,-6.607,CE,Cedro,-39.06,-6.6,25612,205707.932
-39.062,-6.607,CE,Cedro,-39.06,-6.6,25612,205707.932
-38.862,-6.401,CE,Icó,-38.86,-6.4,68303,613466.083
-38.862,-6.401,CE,Icó,-38.86,-6.4,68303,613466.083
-38.79261,-6.45545,CE,Icó,-38.86,-6.4,68303,613466.083
-38.862,-6.401,CE,Icó,-38.86,-6.4,68303,613466.083
-38.862,-6.401,CE,Icó,-38.86,-6.4,68303,613466.083
-38.86105,-6.41244,CE,Icó,-38.86,-6.4,68303,613466.083
-38.79393,-6.70536,CE,Baixio,-38.71,-6.73,6318,55437.902
-38.79928,-6.78303,CE,Ipaumirim,-38.71,-6.78,12507,124315.527
-38.862,-6.401,CE,Icó,-38.86,-6.4,68303,613466.083
-39.062,-6.607,CE,Cedro,-39.06,-6.6,25612,205707.932
-38.62429,-6.49194,CE,Icó,-38.86,-6.4,68303,613466.083
-38.62429,-6.49194,CE,Icó,-38.86,-6.4,68303,613466.083
-38.862,-6.401,CE,Icó,-38.86,-6.4,68303,613466.083
-38.862,-6.401,CE,Icó,-38.86,-6.4,68303,613466.083
-38.862,-6.401,CE,Icó,-38.86,-6.4,68303,613466.083
-36.286,-8.89,PE,Angelim,-36.28,-8.89,11301,137899.784
-35.186,-8.818,PE,Barreiros,-35.18,-8.81,42866,443385.949
-35.064,-8.399,PE,Ipojuca,-35.06,-8.39,99101,12718762.304
-37.40817,-7.46516,PE,Santa Terezinha,-37.47,-7.37,11914,90714.589
-37.47179,-7.38083,PE,Santa Terezinha,-37.47,-7.37,11914,90714.589
-48.30411,-1.37158,PA,Marituba,-48.34,-1.35,135812,1932709.77
-49.7284,-18.2152,GO,Bom Jesus de Goiás,-49.74,-18.21,26069,754708.14
-49.74197,-18.21504,GO,Bom Jesus de Goiás,-49.74,-18.21,26069,754708.14
-50.61724,-15.09663,GO,Araguapaz,-50.63,-15.09,7795,127230.436
-35.9792,-9.90244,AL,Roteiro,-35.97,-9.83,6634,138243.583
-49.73321,-18.22118,GO,Bom Jesus de Goiás,-49.74,-18.21,26069,754708.14
-38.18985,-12.7656,BA,Camaçari,-38.32,-12.69,309208,26244432.854
-40.41737,-20.35803,ES,Viana,-40.49,-20.38,52852,406698.785
-40.4256,-20.36854,ES,Viana,-40.49,-20.38,52852,406698.785
-48.93085,-20.7349,SP,Olímpia,-48.91,-20.73,55477,2111968.64
-48.90723,-20.747,SP,Olímpia,-48.91,-20.73,55477,2111968.64
-57.90818,-13.6502,MT,Campo Novo do Parecis,-57.89,-13.67,36917,3400992.703
-37.34828,-5.20234,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-48.33199,-1.39121,PA,Marituba,-48.34,-1.35,135812,1932709.77
-37.36373,-5.20985,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.33512,-5.17268,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.30908,-5.20151,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-50.63622,-25.46685,PR,Irati,-50.65,-25.46,61439,1900073.376
-50.651,-25.467,PR,Irati,-50.65,-25.46,61439,1900073.376
-37.425,-10.685,SE,Itabaiana,-37.42,-10.68,24363,308419.653
-36.56176,-10.4259,SE,Ilha das Flores,-36.54,-10.43,8522,76382.375
-37.039,-10.909,SE,Barra dos Coqueiros,-37.03,-10.9,31439,578599.761
-37.72731,-10.33244,SE,Carira,-37.7,-10.36,22393,324497.927
-37.3581,-5.15028,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-48.33239,-1.3637,PA,Marituba,-48.34,-1.35,135812,1932709.77
-37.31911,-5.22843,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-48.31037,-1.36903,PA,Marituba,-48.34,-1.35,135812,1932709.77
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.36306,-5.20428,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-49.09163,-16.29082,GO,Campo Limpo de Goiás,-49.08,-16.29,8087,118066.268
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.344,-5.188,RN,Mossoró,-37.34,-5.18,303792,6926042.227
-37.78576,-10.86972,SE,Lagarto,-37.65,-10.91,106015,1641972.455
-37.66761,-10.92438,SE,Lagarto,-37.65,-10.91,106015,1641972.455
-50.33696,-27.80844,SC,Lages,-50.32,-27.81,157158,5571757.815
-38.23196,-6.7662,PB,Sousa,-38.23,-6.76,69997,1227898.866
-38.56384,-6.8943,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.56072,-6.88444,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.53257,-6.8701,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.5606,-6.89499,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.55418,-6.88887,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.56203,-6.8887,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.57087,-6.8982,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.57308,-6.90129,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.5615,-6.87496,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.54832,-6.88493,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.58493,-6.9997,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.56484,-6.87875,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.55444,-6.8854,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.57489,-6.89273,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.56133,-6.893,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-51.98883,-6.63916,PA,São Félix do Xingu,-51.99,-6.64,135732,1450327.479
-38.52588,-6.90031,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-38.42661,-6.86711,PB,Cajazeiras,-38.56,-6.88,62576,1126801.256
-45.01066,-12.11671,BA,Barreiras,-44.99,-12.15,158432,5178166.436
-44.99,-12.153,BA,Barreiras,-44.99,-12.15,158432,5178166.436
-44.8837,-12.21823,BA,Barreiras,-44.99,-12.15,158432,5178166.436
-38.93783,-12.25755,BA,Feira de Santana,-38.96,-12.26,624107,14898191.625
-38.967,-12.267,BA,Feira de Santana,-38.96,-12.26,624107,14898191.625
-38.967,-12.267,BA,Feira de Santana,-38.96,-12.26,624107,14898191.625
-38.967,-12.267,BA,Feira de Santana,-38.96,-12.26,624107,14898191.625
-38.967,-12.267,BA,Feira de Santana,-38.96,-12.26,624107,14898191.625
-38.9349,-12.27873,BA,Feira de Santana,-38.96,-12.26,624107,14898191.625
-39.43628,-10.82517,BA,Nordestina,-39.42,-10.82,13197,159551.812
-39.4717,-10.82129,BA,Nordestina,-39.42,-10.82,13197,159551.812
-39.5775,-10.7859,BA,Nordestina,-39.42,-10.82,13197,159551.812
-38.483,-11.233,BA,Nova Soure,-38.48,-11.23,27047,223233.831
-39.66442,-17.80753,BA,Nova Viçosa,-39.37,-17.89,44170,499157.391
-42.21368,-12.79312,BA,Novo Horizonte,-42.16,-12.8,12653,85357.776
-42.03747,-12.85967,BA,Novo Horizonte,-42.16,-12.8,12653,85357.776
-39.86624,-17.99935,BA,Mucuri,-39.55,-18.08,42729,1785358.423
-39.86534,-18.00416,BA,Mucuri,-39.55,-18.08,42729,1785358.423
-39.107,-13.599,BA,Nilo Peçanha,-39.1,-13.59,14156,139940.647
-39.11004,-12.99909,BA,Muniz Ferreira,-39.11,-13.0,7464,55270.839
-39.11,-13.003,BA,Muniz Ferreira,-39.11,-13.0,7464,55270.839
-39.8638,-18.01063,BA,Mucuri,-39.55,-18.08,42729,1785358.423
-38.987,-12.619,BA,Muritiba,-38.99,-12.62,29420,271854.976
-39.107,-13.599,BA,Nilo Peçanha,-39.1,-13.59,14156,139940.647
-38.48763,-11.36607,BA,Nova Soure,-38.48,-11.23,27047,223233.831
-38.57542,-11.26667,BA,Nova Soure,-38.48,-11.23,27047,223233.831
-39.37182,-17.89104,BA,Nova Viçosa,-39.37,-17.89,44170,499157.391
-49.254,-16.679,GO,Goiânia,-49.25,-16.67,1555626,52914393.605
-49.33827,-16.589,GO,Goiânia,-49.25,-16.67,1555626,52914393.605
-49.31424,-16.59277,GO,Goiânia,-49.25,-16.67,1555626,52914393.605
-49.3192,-16.61876,GO,Goiânia,-49.25,-16.67,1555626,52914393.605
-49.254,-16.679,GO,Goiânia,-49.25,-16.67,1555626,52914393.605
-49.3455,-16.60415,GO,Goiânia,-49.25,-16.67,1555626,52914393.605
-40.02148,-17.89936,BA,Nova Viçosa,-39.37,-17.89,44170,499157.391
-49.32608,-16.61349,GO,Goiânia,-49.25,-16.67,1555626,52914393.605
